RFID,social_index,spatial_index,dominance_index
1512,0.40970863516683054,0.6267195696630707,1.0
1509,0.37613387433598444,0.4075261257713697,0.20631174537237543
1547,0.22433336160143397,0.36392767669434883,0.0
1531,0.7500000000000001,0.4900000000000001,0.2344775889642885
