RFID,avg_speed_mm_s,max_speed_mm_s,total_distance_mm,pct_time_moving,pct_time_center,pct_time_periphery,pct_time_rearing,n_speed_bursts,corner_entries,zone_transitions,roaming_entropy,mean_turn_angle
1512,21.554027158766065,17968.3634982587,2802329.8934415835,0.2277221142907102,0.11232125138939314,0.8876787486106069,0.7237522834255782,4825,5445,13849,1.5906119153341254,1.6299344266387132
1509,19.650007058611852,12182.614657005855,2243115.772384362,0.23373528075056282,0.15136356002964108,0.8486364399703589,0.7608679057827111,3336,4558,11108,1.6798963148144406,1.629530462858932
1547,16.13508097829179,20252.92694896222,2364755.246904997,0.17597051993924026,0.1400266382792712,0.8599733617207288,0.668155620845754,4561,4387,11083,1.5408636045556316,1.7230508524098433
1531,22.711098706816927,34155.8358214399,1871726.774243461,0.27385117462933606,0.17955661092462943,0.8204433890753705,0.8725918179986301,2859,4040,9479,1.8486914842758315,1.5379374134133843
